,sentiment,content
17856,empty,2 days &amp; 5 text messages this month
7272,empty,slammin headache from being out in the sun
5054,empty,"Working... And attempting to keep squirrels away.............. Squirels 1, jesska 0   I should stick to spiders"
17197,empty,@billdeys it's raining  I'm hiding.
1205,empty,@meeksdigital haven't worked there for a long time but kinda miss it! I miss anna  seen her? i'll prob be in SLO most of the summer! you?
24080,empty,@vavroom I'm the heir to the over draft
14537,empty,http://twitpic.com/67jxs - Such crappy weather
21369,empty,"@Savoy41 oh naw; ill always be dha same cece, but when chanqes are needed ill make them"
12263,empty,Anyone want a cooked Dan? I'm heating up in my bedroom.
9464,empty,"Jon &amp; Kate + 8 kids attracted a huge TV audience, tabloid headlines, and now a state labor investigation   http://tinyurl.com/l7zt72"
3524,empty,@DonnieWahlberg and now I have to shut computer down and get ready to go home from work....what a bummer.
340,empty,0
3294,empty,"@chrisontv88 I had a joke for you, but it's too long to tweet."
6114,empty,is taking a deep deep breath
14804,empty,@tinacarlino no go on the bro down tonight for brett
6852,empty,"I am so bored, i really don't know what to do!"
16148,empty,Oh..I'm so borin'.. why not play the computer?? My mom's say: because your makin' task..!!
10513,empty,feel so out of the loop. no twitter on my desktop and haven't listened to @gdgt weekly or read engadget in ages
25012,empty,on my way too school. be back later...
27634,empty,"@DeezyG But Chevy &amp; Chrysler may soon be owned by the Italians, and they're not Communist"
17733,empty,@Chris_pinkapple Not much on for the weekend here. Off to Knox shortly &amp; definitely must get into the garden. It's a wee bit neglected.
44,empty,@creyes middle school and elem. High schools will remain open for those who need credits to graduate. Cali is broken
9523,empty,"Urgh.... feeling like crap today. Bad headache, tired, blood sugars too high."
24777,empty,@LenaSvenson Thought you might be interested in @TweetPhoto http://tweetphoto.com. See who's viewing your photos!
23355,empty,cant chu hear the echooooo-oooo??
8406,empty,Erm ovaj &quot;video twitter&quot; iz Tweetia ne radi. Niï¿½ta od microcastinga
13008,empty,"@rosieeejones sorry  i dont think her crying was fake, i just dont see why she was...and i dont think its fair she gets another chance..."
4205,empty,Is hungry with a sub
1778,empty,Today = marking *135
21427,empty,"@ElvisHsiao Twitter doesn't have photo support built in, but I welcome you to try my website http://woo.sh to share the photos"
21006,empty,"Having a hectic day travelling from PJ to UNITEN, back to PJ. Working now at CC office."
15760,empty,cheeks bakery just closed  crazy how williamsburg can support an infinite # of boutiques w/bad clothes and not one decent place 4 a scone
3492,empty,Ugh 2 days whatever to somewhere
16905,empty,Wtf was that crap 5 mins before the marked closed...FAZ you cost me 4 grand
17484,empty,i am going to be staring at hello kitty's face at 3-9
17087,empty,my bf had to go to her dads for the week end. i will have 2 full days of bordom.
14070,empty,I soooo need to catch up on all this NEW @anoopdoggdesai stuff!! Going to the airport to fly home from VEGAS
24982,empty,@toddcnichols ~Congratulations Daddy
10668,empty,CAKE is sold out at terminal 5
25090,empty,@richardpbacon Good choice
5639,empty,@annakayh your not in school
29947,empty,@mitsougelinas oui ta soeur!!
24202,empty,Studio Ghibli for this year; Ponyo! http://bit.ly/whar8 as always it seems to be perfect  we'll be waiting till august for it
27317,empty,@gfalcone601 cheese and onion! or as my father says 'cheese and minging'
12630,empty,Woke up... cleaned... Aunt Emmas... Walmart.. Commissary... Now its time for a nap!!!.. then off to work
17954,empty,milkshake + hot day = unsettled stomach
23148,empty,having another only fools and horses marathon day
27385,empty,Lï¿½ mï¿½y theo lï¿½n giï¿½ tï¿½i bay kh?p tr?i
10772,empty,loads of insects are attacking me.. time to go inside
13567,empty,Ugh. Waiting for a visitors pass to get on post.  taking FOREVER!
13695,empty,went to the dmv today.....some things never change
8995,empty,@fareforward   do you need to go on a bike ride?
20764,empty,@ClaireBoyles good tip..... but then my boss would read .... exactly what im supposed to do and would know where I was with the project
25628,empty,following @lalights keep me updated for the latest dance scene event
15510,empty,I am out of credits - must work on my playlist  ? http://blip.fm/~7a7tv
16930,empty,It is possible to frown while eating a Frosty
17368,empty,I should stop trying to reach @mitchelmusso
2489,empty,"I had 2 buy a new washer, bought the dryer 2.  Dryer labeled electric but is gas   GRRR.  Now we have 2 load it up tomorrow 2 return it."
19986,empty,Thanks for pointing out the crucial problems @thakkar. Both of them have been taken care of  (cc: @Netra)
5322,empty,cleaning and packing
17338,empty,"@shanselman still no class loaders, or even custom assembly loaders"
14440,empty,@GramaLindax4  Linda ~ What do you mean by your last post??  It doesn't sound good
16953,empty,looks like it got cloudy again outside! and i have nothing to do tonight! boo friday
3022,empty,My cucumber has gone limp
25359,empty,@pratikjain4 welcome
8507,empty,Eu to com fome
1198,empty,@wettingfeld  guess I have to get dressed and be pretty then
15914,empty,Sitting in on a Friday Night Bored
2248,empty,"@Alegrya Yeah, I've got the same issue - signed up but no confirmation email"
5805,empty,"@AyeEmTee Can't, sorry  And don't call me lame."
22823,empty,Money Laundering tip 5 - Sell the business or constructed hotel etc and take possession of your now clean money
6863,empty,i would like some macaroni and cheese please....no?
18367,empty,...Nomore adventure time
14739,empty,@CarrieStephens mine do it no matter WHO i'm on the phone with!
9171,empty,"@FairyChica78 Aw, that stinks, I'm sorry."
1741,empty,@106jackfm I'm not that's why I'm sulking  not free all day
11497,empty,@Certain_Songs I know  Especially since the summer is such a boring TV time to begin with.
20914,empty,@tommcfly Have a nice daaaay !
22613,empty,@SplinteredMind then am anticipating the next ten days!
20421,empty,"@woopow8 Hi, what are you a consultant for?"
7303,empty,got my wisdom teeth removed it hurts.
11449,empty,@TheOriginalTeam Ooh can I have some? I'm hungry but I don't wanna get outta bed
17010,empty,"Friday evening......what to do, what to do.  I have to idea."
1994,empty,http://twitpic.com/665w2 - see miles away
7007,empty,Really wishes he had some spare cash to buy the new Punch Out for Wii
771,empty,intentando intentarlo ONCE AGAIN!
1341,empty,"Can't sleep, just laying here in the dark"
19913,empty,@brinathemodel  sa'weee
17826,empty,"Legend of Inotia ??????? ??????. ?????? ???????. ???? ??????? 31? ?????, ????? ?????? ???. ????????? ???? ?????? ????? ??????? ??????????"
1150,empty,Unstable broadband and electricity taking toll on my mental stability.
16518,empty,My besties. If only @ddlovato was there.  on Twitpic http://ff.im/-3o32G
5008,empty,WTF rehearsal  off  got to space and room was booked and the  brothers have stuff right after so we cant transfer to another room studio
28913,empty,@TEAMLUDAJUICE you are just wrong!!! Now you've come to brag with a full belly??? Smh ...
10259,empty,If something doesnt happen around here im gonna fall asleep
11574,empty,Someone just bought the domain i planned on buying yesterday damn
28855,empty,@Shareka Happy birthday!
11242,empty,is fairly upset at the fact the twitter/bgt session will have to commence without Sam..
17005,empty,Midnight ice-cream weather! So damn bored
14369,empty,is cursing AB's wardrobe handles. One drew blood
12393,empty,have no line bi-focals for over 3 yrs now. End up taking glasses off to read close up.
18027,empty,heyheyheyheyehyeyyyyyyyyyyyyyyyy noo tokio hotel tshirts im friad omg shame
25888,empty,@dougiemcfly Hi Dougie I'm your fan from Thailand. I'm Film 'Luv ur song so much
12180,empty,Took a short nap now Im ready for work. My sun burn hurts
13179,empty,Even ARNOLD couldn't save the parks  http://bit.ly/WSM5J  - How is this providing jobs?
27235,empty,hey Dasit thanks for the message
1110,empty,wants to go home.
27484,empty,@davidarchie I couldnt come to see you in Southend on the 2nd as I couldnt get the tickets :[ Ill have to come see you when you solo tour
13317,empty,I wish GM stock would turn around at 80 cents a share I would be willing to buy some...if I knew it would do something
23803,empty,@theodorag Yep! It's just quarter til 4 now.  I'm going to try to sleep now that my headache is subsiding. Take it easy Teddy!
9888,empty,Anyone having twitter issues? It's eating my tweets.
13790,empty,"@thirstyfishinfo Speaking of fish, our company fish just died  RIP Julio"
12293,empty,"@pokeymcslow if he did, he would say hi."
12879,empty,I want a fake BLT....
12088,empty,where did @poonstabby go???
4647,empty,25 hours and counting.
141,empty,@softtouchme just answered you- never learned how to write in French- just basic stuff-
19564,empty,@DonnieWahlberg what if we are in England?  x
9450,empty,Watchin tyra bored like always  my stomach hurts
20284,empty,"@awaisnaseer always write holy words in capital dude, ALLAH HAFIZ !"
8559,empty,new neighbors are moving in.... off to give my brazil presentation that i shouldve given on wed!!! but some people went overtime
8363,empty,@nick_carter The video is private.
20913,empty,"@valerievirginia ohh tell me bout it, couldnt stop munching! my stock is running low, buying more today"
8518,empty,i dreamt about monsters last night.  like a little girl.
17793,empty,Bored out of my mind!  LOL
29116,empty,off to sleep  on 2 katy perry songs as soundtrack  x
10616,empty,deadlines!
14205,empty,ya could hit me up on aim or here cause i am mad bored nuttin 2 do
16866,empty,"Change of plans, working inside bar tonight"
5894,empty,@lovelene I aint blanco either..Yo 100% Puerto Rican mami....yo show muy amor yi tu...but yo no se...
11901,empty,@tremblah i wishhh!
24970,empty,Walking from Teignmouth to Dawlish   http://twitpic.com/4jf4k
16934,empty,@brian_jenkins nothing yet
26398,empty,@Metal_Rocks Just spurted Fanta out of my mouth laughing at that!
27890,empty,"Esse ï¿½ o Wolverine que eu conheï¿½o http://tinyurl.com/c577ny , by noiva @tharcy!"
9603,empty,@qcmartinez That sucks  nobody wants to stay in and lounge? Or do something for free-99?
15742,empty,Is it the weekend yet...?
14939,empty,Why it gets so difficult when I try to change finally ?
21010,empty,CoNvErSaTiNg
12663,empty,At the pub with the dog but seems to have misplaced friend with drinks
20835,empty,"@joseevans Hi, I teach some Chinese lessons on youtube... Feel free to have a look  www.youtube.com/ChineseLearn"
27400,empty,@SmilinNursAnnie Good Morning Rock Star Nurse
20885,empty,@cdtpiper laptop has been handed over to the master. I will be getting it back next weekend - fingers crossed! Will let you know
24674,empty,"@EmmaGriffiths86 It's under Community.. I can't see it myself, but one of the moderators (Niandra) told me it was there"
18309,empty,leather jackets=uncomfortable....not my thing
17407,empty,"@cheerleaderlexy she interviewed us on books. I was gonna say something, but she was all &quot;Wait, I have something to say!&quot;"
27314,empty,"yay, Me and Linn and the Globe and Green Day and just..."
12888,empty,@dapass  http://twurl.nl/goljwp is what i get when i try to add a new post
13598,empty,Sooo the Children's Museum was closed for a fund raiser when we got there.  annoying
6836,empty,@less_than_3
21549,empty,@CyranDorman OK  Just a thought that occured to me...
3347,empty,"sittin here bored az hell...nuffin 2 do at lyk 3:30 in da morning in monroe,louisiana!!!"
20523,empty,goin to bed w/smokey!!!!!
1903,empty,@katiemoffat I was never a good stereotypical teen
